noun,malenkij,kroshechnyj,colour,code
гармошка,133,10,#aceef8,form
облегчение,133,10,#bd82be,psych
повестушка,132,10,black,other
цыганенок,132,10,black,other
закусочная,132,10,#d77d8b,org
помост,132,10,#3a0ede,constr:настил
надрез,132,10,#bcabd8,space
кузня,132,10,black,other
лыжа,132,10,#a62bc2,tool
плутовка,132,10,black,other
рычажок,132,10,black,other
леня,132,10,black,other
диктофон,132,10,#57faab,tool:device
таблица,131,10,#59f0b4,text
кепка,131,10,#b4ff8d,tool:cloth
ролька,131,10,black,other
бабушка,131,10,#e7cb93,hum
глазенки,131,10,black,other
ботаник,131,10,#20b153,hum/prof
прием,131,10,#832575,action
ангелочек,131,10,black,other
строчка,131,10,#43178d,impact
бильярд,131,10,#26aa09,tool/tool:furn
яша,131,10,black,other
лодочки,131,10,black,other
бычок,131,10,#a374e2,thing
треугольничка,131,10,black,other
улан,130,10,#20b153,hum/prof
самолюбие,130,10,#e01cac,humq
гараж,130,10,#a406c3,constr
пряжка,130,10,#5f109c,sign
португалия,130,10,black,other
аэропорт,130,10,#bece90,space/constr
сигара,130,10,#aceef8,form
имя,130,10,#912ccd,word
маня,130,10,black,other
ракушка,130,10,black,other
колясочка,129,10,black,other
расчет,129,10,#ef5046,group
подражание,129,10,#59f0b4,text
вероятность,129,10,black,other
игорек,129,10,black,other
карапуз,128,10,#e7cb93,hum
ошибочка,128,10,black,other
зверюшка,128,10,#702dab,animal
грибок,128,10,#fd2ef7,living
шура,128,10,black,other
божество,128,10,#e7cb93,hum
обыватель,128,10,#e7cb93,hum
ниточка,128,10,black,other
упрек,128,10,#2ef341,speech/manif:emot
отдушина,128,10,#bcabd8,space
номерок,128,10,#d78aa6,sign/tool
продавец,127,10,#e7cb93,hum
злость,127,10,#7d7ae0,psych:emot
витька,127,10,black,other
святослав,126,10,black,other
публика,126,10,black,other
эпизодик,126,10,black,other
федор,126,10,black,other
трудность,126,10,black,other
собеседник,126,10,#e7cb93,hum
урод,126,10,#e7cb93,hum
кулек,126,10,#a62bc2,tool
собственность,126,10,#61d2b3,poss?
банкет,125,10,#832575,action
гнездышко,125,10,black,other
монстр,125,10,#e7cb93,hum
старикашка,125,10,black,other
вставка,125,10,#9e89b3,put
сугроб,125,10,black,other
софья,125,10,black,other
зверушка,125,10,#702dab,animal
воротник,125,10,black,other
дима,125,10,black,other
горбунья,125,10,black,other
пакость,125,10,black,other
железка,125,10,black,other
тщеславие,124,10,black,other
парашютик,124,10,black,other
приданое,124,10,black,other
шпага,124,10,#b6913a,tool:weapon
звереныш,124,10,#478faf,hum$
будда,124,10,black,other
ирландия,124,10,black,other
аптека,124,10,#d77d8b,org
компьютер,124,10,#57faab,tool:device
ветвь,124,10,black,other
слуга,124,10,#e7cb93,hum
задание,123,10,#a6668d,?
пилка,123,10,#4277c6,tool:instr
духан,123,10,#d77d8b,org
гидростанция,123,10,#a406c3,constr
пик,123,10,black,other
билет,123,10,#3907c2,doc
прыщик,123,10,black,other
антракт,122,10,#632056,workmus
довесок,122,10,black,other
невзгода,122,10,black,other
пика,122,10,#15d744,inter$
неожиданность,122,10,black,other
червь,122,10,#7d7ae0,psych:emot
пульт,122,10,#b636fa,tool:device/space
ущелие,122,10,black,other
девица,122,10,#e7cb93,hum
норка,122,10,#db9b1f,stuff
пенек,122,10,black,other
демон,122,10,#4d9ece,hum:supernat
червяк,122,10,#a62bc2,tool
жилка,121,10,black,other
причуда,121,10,black,other
интервал,121,10,#6fcab8,dist
белочка,121,10,black,other
держава,121,10,#27c6f9,sign$
семейка,121,10,black,other
ложбинка,121,10,#bcabd8,space
пастушка,120,10,black,other
конек,120,10,#022343,ment
курьез,120,10,black,other
загвоздочка,120,10,black,other
подвальчик,120,10,black,other
герцог,120,10,#e7cb93,hum
проход,120,10,#bcabd8,space
свисток,120,10,#8afa7b,sound:@asp
интервью,120,10,#7b558d,speech
неровность,120,10,black,other
приют,120,10,#d77d8b,org
артистка,120,10,black,other
жаба,119,10,#518b0e,disease
тропка,119,10,black,other
историйка,119,10,black,other
медуза,119,10,#702dab,animal
плато,119,10,#bcabd8,space
хищница,119,10,black,other
тьер,118,10,black,other
близнец,118,10,#e7cb93,hum
комиссия,118,10,#d77d8b,org
воротца,118,10,black,other
недочет,118,10,black,other
толстячок,118,10,black,other
слава,118,10,#7b558d,speech
малость,117,10,black,other
женушка,117,10,black,other
мудрец,117,10,#e7cb93,hum
поселочек,117,10,black,other
тетя,117,10,#e7cb93,hum
списочек,117,10,black,other
конфуз,117,10,#7d7ae0,psych:emot
ампула,116,10,#a62bc2,tool
разъяснение,116,10,black,other
поток,116,10,#ef5046,group
ужин,116,10,#d66cb6,food
пасека,116,10,#bcabd8,space
достоинство,116,10,#e01cac,humq
обоз,116,10,black,other
сноп,116,10,black,other
лезвие,116,10,#a62bc2,tool
зачаток,116,10,black,other
дудочка,115,10,black,other
гребенка,115,10,#a62bc2,tool
гимназистик,115,10,black,other
дрожечка,115,10,black,other
крестьянин,115,10,#e7cb93,hum
ледник,115,10,#bcabd8,space
лопата,115,10,#4277c6,tool:instr
сруб,115,10,#1bcc44,impact:destr
беспокойство,114,10,#bd82be,psych
ванька,114,10,#e7cb93,hum
клубок,114,10,#542ab2,physiol:@painful
термометр,114,10,#119164,tool:device:@measur:metr
лазарет,114,10,#d77d8b,org
побег,114,10,#0a596b,move
заводь,114,10,#1e8d3e,space/reservoir
поблажка,113,10,#d99aac,inter
закоулок,113,10,#bcabd8,space
ревность,113,10,#e01cac,humq
парень,113,10,#96b684,hum:kin$/hum
фальстаф,113,10,black,other
петька,113,10,black,other
заявление,113,10,#59f0b4,text
пузырь,113,10,#e7cb93,hum
отпечаток,113,10,#bcabd8,space
васька,113,10,black,other
участочек,113,10,black,other
багаж,113,10,black,other
станица,112,10,black,other
ваза,112,10,#6c7ee5,tool:dish/tool
дорога,112,10,#0a596b,move
обед,112,10,#0e1f43,time
мери,112,10,black,other
чехословакия,112,10,black,other
разнообразие,112,10,black,other
грудки,112,10,#bcabd8,space
сосулька,112,10,black,other
дедушка,112,10,#e7cb93,hum
зона,111,10,#bcabd8,space
маузер,111,10,#b6913a,tool:weapon
гребешок,111,10,#702dab,animal
портфельчик,111,10,black,other
стадион,111,10,#a406c3,constr
сотрудник,111,10,#e7cb93,hum
озорник,111,10,#e7cb93,hum
рассказчик,111,10,#e7cb93,hum
фейерверк,110,10,#f820ef,light
справочка,110,10,black,other
колечка,110,10,black,other
юрка,110,10,black,other
плантация,110,10,#bcabd8,space
индус,110,10,#e7cb93,hum
крокодильчик,110,10,#702dab,animal
шурик,110,10,black,other
николенька,110,10,black,other
цилиндрик,110,10,black,other
лампада,110,10,#b2c94f,tool:device:@light
бородавочка,110,10,black,other
луковичка,110,10,black,other
задачка,110,10,black,other
попугай,109,10,#478faf,hum$
толстой,109,10,black,other
овечка,109,10,black,other
корочка,109,10,#3907c2,doc
скандальчик,109,10,black,other
сердчишко,109,10,black,other
воротничок,109,10,black,other
политика,109,10,black,other
жак,109,10,black,other
льгота,109,10,#700fe0,poss?:приобретение
цыганка,109,10,black,other
эдуард,109,10,black,other
дядя,109,10,#e7cb93,hum
илья,108,10,black,other
келейка,108,10,black,other
стопка,108,10,#aceef8,form
преступление,108,10,black,other
стрела,108,10,#75a92c,tool:transp
неудовольствие,108,10,black,other
вырез,108,10,#43178d,impact
консультация,108,10,#832575,action
мещанин,108,10,#e7cb93,hum
капиталец,108,10,black,other
улучшение,108,10,#07bf7b,изменение
чайничек,108,10,black,other
волшебник,108,10,#e7cb93,hum
копна,108,10,black,other
утка,108,10,#7b558d,speech
толя,108,10,black,other
ломик,108,10,black,other
кузнечик,108,10,#702dab,animal
поклон,107,10,#7b558d,speech
добавка,107,10,#db9b1f,stuff
чугунок,107,10,#79a298,tool:dish
лисенок,107,10,#702dab,animal
перо,107,10,#4277c6,tool:instr
рихман,107,10,black,other
кладовая,107,10,#bcabd8,space
клоун,107,10,#e7cb93,hum
экскаватор,107,10,#75a92c,tool:transp
машенька,107,10,black,other
счастьице,107,10,black,other
дура,107,10,#e7cb93,hum
художница,107,10,black,other
кникс,106,10,black,other
скала,106,10,#bcabd8,space
василий,106,10,black,other
молитвенник,106,10,#59f0b4,text
ночничок,106,10,black,other
магнитик,106,10,black,other
кнутик,106,10,black,other
бумажник,106,10,#20b153,hum/prof
мистификация,106,10,black,other
полка,105,10,#43178d,impact
дурачок,105,10,#e7cb93,hum
феска,105,10,#b4ff8d,tool:cloth
лачужка,105,10,black,other
кран,105,10,#57faab,tool:device
зоя,105,10,black,other
переход,105,10,#bece90,space/constr
несмышленыш,105,10,#e7cb93,hum
загон,105,10,#a6668d,?
муравейник,105,10,#bcabd8,space
сашко,105,10,black,other
сошка,105,10,#4277c6,tool:instr
скула,104,10,black,other
велосипед,104,10,#75a92c,tool:transp
начальство,104,10,#e7cb93,hum
чайка,104,10,#702dab,animal
резервуар,104,10,#a62bc2,tool
дневник,104,10,#59f0b4,text
вокзальчик,104,10,black,other
судья,104,10,#e7cb93,hum
магнит,103,10,#a62bc2,tool
послание,103,10,#59f0b4,text
страдание,103,10,#632056,workmus
зверинец,103,10,#e620aa,space/org
африканец,103,10,#5e0ab7,hum:etn
грузовик,103,10,#75a92c,tool:transp
воля,103,10,#474808,psych:volit/space
беглец,103,10,#e7cb93,hum
выписка,103,10,#59f0b4,text
вождь,103,10,#e7cb93,hum
пастушок,103,10,black,other
поляк,103,10,#5e0ab7,hum:etn
шалашик,103,10,black,other
возок,103,10,#75a92c,tool:transp
введение,103,10,#59f0b4,text
зоопарк,103,10,#e620aa,space/org
миф,102,10,#59f0b4,text
погребок,102,10,#d77d8b,org
джигит,102,10,#e7cb93,hum
рубка,102,10,#43178d,impact
уголочек,102,10,black,other
ботинок,102,10,#439117,tool:cloth:@boot
компенсация,102,10,#492150,poss
локомотив,102,10,#75a92c,tool:transp
проступок,102,10,black,other
бомбочка,102,10,black,other
состояньице,102,10,black,other
вова,102,10,black,other
кабинка,102,10,black,other
удовлетворение,101,10,#7d7ae0,psych:emot
мезонин,101,10,#682f9d,room
веер,101,10,#aceef8,form
трубочист,101,10,#20b153,hum/prof
ремарка,101,10,#59f0b4,text
горн,101,10,#465a52,tool:mus
клювик,101,10,black,other
сходство,101,10,black,other
муза,101,10,#e7cb93,hum
плотина,101,10,#a406c3,constr
упрямец,101,10,#e7cb93,hum
триумф,100,10,black,other
пайка,100,10,#ce82ff,space$
беседа,100,10,#7b558d,speech
катастрофа,100,10,#a6668d,?
фюрер,100,10,#e7cb93,hum
стихотвореньице,100,10,black,other
аил,100,10,black,other
сооружение,100,10,#a406c3,constr
бутон,100,10,black,other
уточка,100,10,black,other
память,99,10,#022343,ment
трюк,99,10,black,other
скрипочка,99,10,black,other
кубок,99,10,#27c6f9,sign$
шум,99,10,#74b107,sound
карандаш,99,10,#4277c6,tool:instr
прослойка,99,10,#ef5046,group
корень,99,10,black,other
шарль,99,10,black,other
интернационал,99,10,#632056,workmus
настенька,99,10,black,other
реванш,99,10,#ac8452,inter:противодействие
суматоха,98,10,black,other
огрызок,98,10,#a374e2,thing
умывальник,98,10,#a62bc2,tool
егор,98,10,black,other
описание,98,10,#59f0b4,text
подозрение,98,10,#022343,ment
скляночка,98,10,black,other
молельня,97,10,#682f9d,room
конференция,97,10,#832575,action
неисправность,97,10,black,other
горожанин,97,10,#e7cb93,hum
шестеренка,97,10,#a62bc2,tool
луки,97,10,black,other
выигрыш,97,10,black,other
слой,97,10,#ef5046,group
ковер,97,10,#db9b1f,stuff
ток,97,10,#bcabd8,space
казак,96,10,#e7cb93,hum
отсрочка,96,10,black,other
неповиновение,96,10,#a452db,behav
литургия,96,10,black,other
примерчик,96,10,black,other
груз,96,10,#a374e2,thing
кулечек,96,10,black,other
сатира,96,10,#ca978d,asp:speech
приемыш,96,10,#96b684,hum:kin$/hum
избыток,95,10,#d68d0d,quant:max
брюнет,95,10,#e7cb93,hum
назар,95,10,black,other
люк,95,10,black,other
шатер,95,10,#a406c3,constr
брошка,95,10,#fbe32e,access
рюкзачок,95,10,black,other
кинотеатрик,95,10,black,other
кузьма,94,10,black,other
джентльмен,94,10,#e7cb93,hum
вагонетка,94,10,#75a92c,tool:transp
аппаратик,94,10,black,other
гирька,94,10,black,other
дъло,94,10,black,other
форамен,94,10,black,other
ветер,94,10,#462f02,weather
травинка,94,10,#eb239e,plant
грань,94,10,#bcabd8,space
легенда,94,10,#59f0b4,text
даша,94,10,black,other
вьетнамец,94,10,#5e0ab7,hum:etn
великан,94,10,#e7cb93,hum
любитель,94,10,#e7cb93,hum
городище,94,10,#bcabd8,space
екатерина,94,10,black,other
козявка,94,10,#478faf,hum$
грот,94,10,#bcabd8,space
урожай,93,10,black,other
пирамидка,93,10,black,other
кокетство,93,10,black,other
скелетик,93,10,black,other
скопление,93,10,black,other
семен,93,10,black,other
калоша,93,10,black,other
грудка,93,10,black,other
созданьице,93,10,black,other
сегмент,93,10,#bcabd8,space
лейка,93,10,#6c7ee5,tool:dish/tool
исландия,93,10,black,other
причина,93,10,black,other
капсула,93,10,#a62bc2,tool
удар,92,10,#661860,move?
татарин,92,10,#5e0ab7,hum:etn
шествие,92,10,#360bed,action/move
серия,92,10,#59f0b4,text
квартал,92,10,#bcabd8,space
баронесса,92,10,black,other
офис,92,10,black,other
кавалькада,92,10,#ef5046,group
тушин,92,10,black,other
паук,92,10,#478faf,hum$
парикмахерская,91,10,#d77d8b,org
ковчег,91,10,#a62bc2,tool
любимец,91,10,#e7cb93,hum
станочек,91,10,black,other
вероника,91,10,black,other
блондин,91,10,#e7cb93,hum
орден,91,10,#ef5046,group
край,91,10,#bcabd8,space
аннушка,91,10,black,other
казачок,90,10,#ef58ca,workmus/dance
булавка,90,10,#a62bc2,tool
зверенок,90,10,#478faf,hum$
торговец,90,10,#20b153,hum/prof
пропеллер,90,10,black,other
гирлянда,90,10,black,other
ларек,90,10,#d77d8b,org
пальма,90,10,#eb239e,plant
еврейка,90,10,black,other
адмирал,90,10,#e1d653,hum/armpos
львенок,90,10,#702dab,animal
военный,90,10,#20b153,hum/prof
шишечка,90,10,black,other
райцентр,90,10,#bcabd8,space
верблюд,90,10,#702dab,animal
рюкзак,90,10,#a62bc2,tool
отчет,90,10,#7b558d,speech
корыто,90,10,#a62bc2,tool
фантазия,90,10,#632056,workmus
лесочек,89,10,black,other
мерзавец,89,10,#e7cb93,hum
конкурс,89,10,#832575,action
петруша,89,10,black,other
палач,89,10,#e7cb93,hum
переворот,89,10,#0a596b,move
чечня,89,10,black,other
кондитерская,89,10,#d77d8b,org
анекдотец,89,10,black,other
турок,89,10,#5e0ab7,hum:etn
оттенок,88,10,#a8fe00,color
ярмарка,88,10,#bcabd8,space
отношение,88,10,#59f0b4,text
простуда,88,10,#518b0e,disease
постелька,88,10,black,other
частность,88,10,black,other
сопротивление,88,10,#ac8452,inter:противодействие
студентка,88,10,black,other
левочка,88,10,black,other
прогресс,88,10,#07bf7b,изменение
членик,88,10,black,other
полынья,88,10,#bcabd8,space
паром,88,10,#75a92c,tool:transp
баранчук,88,10,black,other
приборчик,88,10,black,other
пустячок,87,10,black,other
признание,87,10,#7b558d,speech
орленок,87,10,#702dab,animal
улыбка,87,10,#aafebc,manif:emot
меч,87,10,#b6913a,tool:weapon
саженец,87,10,#eb239e,plant
парад,87,10,#832575,action
луи,87,10,black,other
проводник,87,10,#20b153,hum/prof
гитара,86,10,#465a52,tool:mus
идиот,86,10,#e7cb93,hum
пункт,86,10,#59f0b4,text
аванс,86,10,#492150,poss
султан,86,10,#fbe32e,access
тост,86,10,#49b81e,food/изделие
собор,86,10,#a406c3,constr
ира,86,10,black,other
насос,86,10,#57faab,tool:device
муфта,86,10,#a62bc2,tool
подъем,85,10,#bcabd8,space
хлопоты,85,10,black,other
крыша,85,10,black,other
знание,85,10,#022343,ment
покупатель,85,10,#e7cb93,hum
щипцы,85,10,#4277c6,tool:instr
клерк,85,10,#e7cb93,hum
колоша,85,10,black,other
дарование,85,10,#e7cb93,hum
момент,85,10,#acbddc,time:moment
анюта,84,10,black,other
че,84,10,black,other
плакат,84,10,#66616f,workart
эполет,84,10,black,other
легкое,84,10,black,other
бинокль,84,10,#a62bc2,tool
луковка,84,10,black,other
мальчонка,84,10,black,other
вавилон,84,10,black,other
кустарник,84,10,#eb239e,plant
проект,83,10,#a69be8,pattern
старшина,83,10,#e7cb93,hum
инженер,83,10,#20b153,hum/prof
снег,83,10,#462f02,weather
скит,83,10,#a406c3,constr
кадушка,83,10,#6c7ee5,tool:dish/tool
эпилог,83,10,#59f0b4,text
наставление,83,10,#59f0b4,text
ателье,83,10,#d77d8b,org
питомник,83,10,#174474,room/space
работница,83,10,#20b153,hum/prof
хохолок,83,10,black,other
терраска,82,10,black,other
танечка,82,10,black,other
матрос,82,10,#20b153,hum/prof
удмуртия,82,10,black,other
треуголка,82,10,#b4ff8d,tool:cloth
отельчик,82,10,black,other
бутербродик,82,10,black,other
прицветник,81,10,black,other
ирочка,81,10,black,other
байрон,81,10,black,other
аленка,81,10,black,other
колбаска,81,10,black,other
предупреждение,81,10,#59f0b4,text
скачка,81,10,#0a596b,move
руководство,81,10,#e7cb93,hum
поворот,81,10,#07bf7b,изменение
электромотор,81,10,#57faab,tool:device
денискин,81,10,black,other
комод,81,10,#31f8e5,hum$@
куча,81,10,#d68d0d,quant:max
шрамик,80,10,black,other
ненец,80,10,#5e0ab7,hum:etn
грабельки,80,10,black,other
соображение,80,10,#022343,ment
кинжальчик,80,10,black,other
счетчик,80,10,#1ec2b3,tool:device/tool:device:@measur
неувязочка,80,10,black,other
зазор,80,10,#bcabd8,space
корпус,80,10,#d77d8b,org
телец,80,10,#702dab,animal
интрижка,80,10,black,other
послесловие,80,10,#59f0b4,text
кухонка,80,10,black,other
серп,79,10,#aceef8,form
голубка,79,10,#478faf,hum$
спиртовка,79,10,black,other
арык,79,10,#a406c3,constr
негритянка,79,10,black,other
подмастерье,79,10,#20b153,hum/prof
подчиненный,79,10,#e7cb93,hum
укол,79,10,#7b558d,speech
осетия,79,10,black,other
мгновение,79,10,#acbddc,time:moment
джек,79,10,black,other
кружечка,79,10,black,other
глинка,79,10,black,other
серьга,79,10,#fbe32e,access
табакерка,79,10,#a62bc2,tool
шайка,79,10,#ef5046,group
ян,79,10,black,other
горло,78,10,black,other
беженец,78,10,#e7cb93,hum
ожерелие,78,10,black,other
польша,78,10,black,other
егорка,78,10,black,other
костерик,78,10,black,other
микроскоп,78,10,#038bf3,tool:device:@measur:optic
китай,78,10,black,other
воробушек,78,10,black,other
недоумение,78,10,#022343,ment
червонка,78,10,black,other
луиза,78,10,black,other
бес,78,10,#e7cb93,hum
осложнение,77,10,#126da8,disease/manif:disease
ведро,77,10,#23aed4,unit
генрих,77,10,black,other
допрос,77,10,#7b558d,speech
сундук,77,10,#26aa09,tool/tool:furn
проявление,77,10,black,other
артиллерия,77,10,black,other
горбунок,77,10,black,other
символ,76,10,#5f109c,sign
комитет,76,10,#d77d8b,org
итог,76,10,black,other
мужичка,76,10,#e7cb93,hum
живот,76,10,#f3f721,be:exist
робот,76,10,#57faab,tool:device
казарма,76,10,#a406c3,constr
тортик,76,10,black,other
кай,76,10,black,other
млекопитающее,76,10,#702dab,animal
поминаньице,75,10,black,other
термос,75,10,#a84ed3,tool:dish$/tool
клипер,75,10,black,other
приспособление,75,10,#a62bc2,tool
комедийка,75,10,black,other
постель,75,10,#f3f170,tool:@bedding
версаль,75,10,black,other
белка,75,10,#702dab,animal
кофейник,75,10,#79a298,tool:dish
ку,75,10,black,other
содержание,75,10,#7bd6a5,poss:приобретение
продавщица,75,10,black,other
дыня,75,10,#eb239e,plant
торт,75,10,#49b81e,food/изделие
парашют,75,10,#a62bc2,tool
эльф,75,10,#4d9ece,hum:supernat
кочан,75,10,#31f886,fruit
копье,74,10,#283f1c,money
суворов,74,10,black,other
андрейка,74,10,black,other
обелиск,74,10,#f45f7c,workart:скульт
эхо,74,10,#2ac577,weather?
молчание,74,10,black,other
корея,74,10,black,other
признак,74,10,black,other
складочка,74,10,black,other
бляшка,74,10,black,other
парта,74,10,#a8c140,tool:furn
лачуга,74,10,#a406c3,constr
подопечный,74,10,#e7cb93,hum
пустяк,74,10,#a374e2,thing
кобура,73,10,#a62bc2,tool
заслуга,73,10,black,other
идея,73,10,#022343,ment
прирост,73,10,#eef261,changest
парламент,73,10,#d77d8b,org
хрестоматия,73,10,#59f0b4,text
приемничек,73,10,black,other
служба,73,10,#636e79,проф деятельность?
ларчик,73,10,black,other
лениниана,73,10,black,other
тиски,73,10,#5b6ad9,tool:instr?
местность,73,10,#bcabd8,space
месяц,73,10,#b57e28,space/astr
обморок,73,10,#325ebc,manif:disease
костерчик,72,10,black,other
фантазийка,72,10,black,other
повествование,72,10,#7b558d,speech
артиллерист,72,10,#20b153,hum/prof
просчет,72,10,#022343,ment
мишатка,72,10,black,other
провинность,72,10,black,other
ларец,72,10,#a62bc2,tool
валенок,72,10,#439117,tool:cloth:@boot
пичуга,71,10,#702dab,animal
матрасик,71,10,black,other
суок,71,10,black,other
скульптурка,71,10,black,other
изморозь,71,10,#db9b1f,stuff
дьвочка,71,10,black,other
передержка,71,10,#a6668d,?
доверие,71,10,black,other
колебание,71,10,black,other
колодезь,71,10,black,other
седло,71,10,#aceef8,form
дьявол,70,10,#e7cb93,hum
трусик,70,10,black,other
клад,70,10,black,other
перестрелка,70,10,#d99aac,inter
грузин,70,10,#5e0ab7,hum:etn
должок,70,10,black,other
ракетка,70,10,#31f8e5,hum$@
ниночка,70,10,black,other
волость,70,10,#bcabd8,space
афиша,70,10,#59f0b4,text
радист,70,10,#20b153,hum/prof
каток,70,10,#5f3ed0,tool:instr:@implement
певица,70,10,black,other
толик,70,10,black,other
совершенство,70,10,#d4de4d,quality
беспризорник,69,10,#e7cb93,hum
гномик,69,10,black,other
рубчик,69,10,#a69be8,pattern
катышек,69,10,black,other
кнопочка,69,10,black,other
богиня,69,10,#e7cb93,hum
пиршество,69,10,black,other
проблеск,69,10,#41db34,manif
плешина,69,10,#bcabd8,space
перебранка,69,10,#08fd61,speech/inter
фактик,69,10,black,other
волосик,69,10,black,other
клок,69,10,black,other
искусство,69,10,black,other
гром,69,10,#462f02,weather
алька,69,10,black,other
баллада,69,10,#632056,workmus
бриг,69,10,#75a92c,tool:transp
разум,68,10,#022343,ment
филиал,68,10,#d77d8b,org
учебник,68,10,#59f0b4,text
ножонка,68,10,black,other
мазанка,68,10,#a406c3,constr
находка,68,10,#a374e2,thing
гроздь,68,10,black,other
человечишка,68,10,black,other
зуав,68,10,black,other
саквояжик,68,10,black,other
сравнение,68,10,#7b558d,speech
подснежник,68,10,#eb239e,plant
чума,68,10,black,other
лидочка,68,10,black,other
корреспонденция,68,10,black,other
роберт,68,10,black,other
аэроплан,68,10,#75a92c,tool:transp
падчерица,68,10,#1a2a19,hum:kin
симфония,68,10,#632056,workmus
жаворонок,68,10,#49b81e,food/изделие
привилегия,68,10,#492150,poss
ева,68,10,black,other
тральщик,68,10,#75a92c,tool:transp
шурка,68,10,black,other
плюс,68,10,#a6668d,?
шарло,68,10,black,other
макс,67,10,black,other
созвездие,67,10,#ef5046,group
буксирчик,67,10,black,other
каскад,67,10,#ef58ca,workmus/dance
кот,67,10,#478faf,hum$
рулетка,67,10,#57faab,tool:device
невеста,67,10,#96b684,hum:kin$/hum
гранула,67,10,black,other
явление,67,10,#59f0b4,text
локон,67,10,#80e1f8,hair/form
хлев,67,10,#682f9d,room
размышление,67,10,#022343,ment
огурец,67,10,#eb239e,plant
ванечка,67,10,black,other
афоня,67,10,black,other
петер,67,10,black,other
скидка,67,10,#0a596b,move
марья,67,10,black,other
заручка,67,10,black,other
суета,67,10,#a452db,behav
человечество,67,10,black,other
магнитофончик,66,10,black,other
рита,66,10,black,other
фик,66,10,black,other
мечта,66,10,#022343,ment
механик,66,10,#20b153,hum/prof
феликс,66,10,black,other
мускул,66,10,black,other
просьбица,66,10,black,other
затылок,66,10,#bcabd8,space
прутик,66,10,black,other
северянин,66,10,#e7cb93,hum
сук,66,10,black,other
следователь,66,10,#e7cb93,hum
хвастовство,66,10,#4c4913,speech/behav
дамочка,66,10,black,other
вадим,66,10,black,other
болото,65,10,#bcabd8,space
выступление,65,10,#7b558d,speech
сак,65,10,black,other
проказница,65,10,black,other
крикун,65,10,#e7cb93,hum
кинематограф,65,10,#d77d8b,org
пароходишко,65,10,black,other
концентрация,65,10,#1c0892,param
раба,65,10,black,other
кадр,65,10,#e7cb93,hum
булочная,65,10,#d77d8b,org
мочка,65,10,#eef261,changest
малыш,65,10,#e7cb93,hum
паек,65,10,#d66cb6,food
разрыв,65,10,#bcabd8,space
фриц,65,10,black,other
ванная,65,10,#682f9d,room
обзор,65,10,#59f0b4,text
мартышка,65,10,#478faf,hum$
носорог,65,10,#702dab,animal
якут,65,10,#5e0ab7,hum:etn
куличок,65,10,black,other
люстра,65,10,#b2c94f,tool:device:@light
свинка,65,10,#702dab,animal
детка,65,10,#e7cb93,hum
каблучок,65,10,black,other
накладка,65,10,#a62bc2,tool
фальшь,65,10,#a452db,behav
газетчик,65,10,#20b153,hum/prof
нарты,64,10,#75a92c,tool:transp
монастырек,64,10,black,other
еврейчик,64,10,black,other
маль,64,10,black,other
кластер,64,10,black,other
впадина,64,10,#bcabd8,space
танцор,64,10,#20b153,hum/prof
егорушка,64,10,black,other
отвертка,64,10,#4277c6,tool:instr
сгусток,64,10,black,other
звоночек,64,10,black,other
пекарня,64,10,#d77d8b,org
путеводитель,64,10,#59f0b4,text
анкета,64,10,#59f0b4,text
отличие,64,10,black,other
система,64,10,#57faab,tool:device
привидение,64,10,#4d9ece,hum:supernat
сокол,64,10,#478faf,hum$
синичка,64,10,black,other
санитарка,64,10,black,other
балаганчик,64,10,black,other
ремонт,64,10,#cb7097,изменение:каузация
внучата,64,10,black,other
зависть,64,10,#7d7ae0,psych:emot
пролетарий,64,10,#e7cb93,hum
аршин,64,10,#a62bc2,tool
натюрморт,63,10,#66616f,workart
дворняжка,63,10,#702dab,animal
тигр,63,10,#702dab,animal
оле,63,10,black,other
плесень,63,10,#db9b1f,stuff
баул,63,10,#a62bc2,tool
джаз,63,10,#d77d8b,org
рубец,63,10,#176ae2,food/блюдо
скребка,63,10,black,other
феерия,63,10,black,other
архив,63,10,#d77d8b,org
коэффициент,63,10,#644c98,param$
самец,63,10,#478faf,hum$
фельетонист,63,10,#e7cb93,hum
мужичишка,63,10,black,other
дождичек,63,10,black,other
бриллиантик,63,10,black,other
марат,63,10,black,other
платье,63,10,#b4ff8d,tool:cloth
штамп,63,10,#5f109c,sign
штука,63,10,#a374e2,thing
стожок,62,10,black,other
перегон,62,10,#bcabd8,space
поступок,62,10,black,other
поводырь,62,10,#e7cb93,hum
рыльце,62,10,black,other
хлопец,62,10,#e7cb93,hum
дружба,62,10,#d99aac,inter
сектор,62,10,black,other
шофер,62,10,#20b153,hum/prof
плакатик,62,10,black,other
чепчик,62,10,#b4ff8d,tool:cloth
пехотинец,62,10,#20b153,hum/prof
ружьецо,62,10,black,other
пруссия,62,10,black,other
изобретение,62,10,#a30314,продукт-результат
восстание,62,10,black,other
неясность,62,10,#2c9338,отсутствие
указание,62,10,#7b558d,speech
кулички,62,10,black,other
существование,62,10,#f3f721,be:exist
безделушка,62,10,#a374e2,thing
особь,62,10,#fd2ef7,living
сталинград,62,10,black,other
повышение,62,10,black,other
милиционер,62,10,#20b153,hum/prof
артур,62,10,black,other
палисадничек,62,10,black,other
евгений,62,10,black,other
юноша,62,10,#e7cb93,hum
движок,62,10,#4277c6,tool:instr
фарс,62,10,#58ae77,workdram
отверсие,62,10,black,other
преступница,62,10,black,other
